entity_type,name,query,count,approx,index_used,target,century,short_name,error,abs_err,true,logc
historical_figure,"Mir Qamar-ud-din Siddiqui, Chin Quilich  Khan, Nizam-ul-Mulk Asaf Jah","Mir Qamar-ud-din Siddiqui, Chin Quilich  Khan, Nizam-ul-Mulk Asaf Jah",0,0,v4_olmo-mix-1124_llama,1748.0,1700,0,,341.1478219038547,1748.0,0.0
historical_figure,Mahmud Hotaki,Mahmud Hotaki,1080,0,v4_olmo-mix-1124_llama,1725.0,1700,0,,94.67979125793113,1725.0,3.03382569395331
historical_figure,Jacob Folkema,Jacob Folkema,220,0,v4_olmo-mix-1124_llama,1767.0,1700,0,,138.5514616850312,1767.0,2.3443922736851106
historical_figure,Józef Bogusław Słuszka,Józef Bogusław Słuszka,11,0,v4_olmo-mix-1124_llama,1701.0,1700,0,,7.358650389910508,1701.0,1.0791812460476249
historical_figure,Henry Fielding,Henry Fielding,95692,0,v4_olmo-mix-1124_llama,1754.0,1700,0,,345.5489345930737,1754.0,4.980880170038476
historical_figure,"Thomas Thynne, 1st Viscount Weymouth","Thomas Thynne, 1st Viscount Weymouth",30,0,v4_olmo-mix-1124_llama,1714.0,1700,0,,34.93615355914767,1714.0,1.4913616938342726
historical_figure,Antoine-Laurent de Lavoisier,Antoine-Laurent de Lavoisier,3887,0,v4_olmo-mix-1124_llama,1794.0,1700,0,,231.33805339847663,1794.0,3.589726256254237
historical_figure,Daniel Solander,Daniel Solander,8092,0,v4_olmo-mix-1124_llama,1782.0,1700,0,,250.85555589260366,1782.0,3.908109540392552
historical_figure,Stanisław Antoni Szczuka,Stanisław Antoni Szczuka,64,0,v4_olmo-mix-1124_llama,1710.0,1700,0,,36.62888224134713,1710.0,1.8129133566428555
historical_figure,Anne Beate Rosenkrantz,Anne Beate Rosenkrantz,1,0,v4_olmo-mix-1124_llama,1777.0,1700,0,,373.5037955812709,1777.0,0.3010299956639812
historical_figure,Ferenc Faludi,Ferenc Faludi,45,0,v4_olmo-mix-1124_llama,1779.0,1700,0,,367.1984669029789,1779.0,1.662757831681574
historical_figure,Johannes Diodato,Johannes Diodato,875,0,v4_olmo-mix-1124_llama,1725.0,1700,0,,42.09876881615287,1725.0,2.9425041061680806
historical_figure,Stanisław Poniatowski,Stanisław Poniatowski,1086,0,v4_olmo-mix-1124_llama,1762.0,1700,0,,69.08460237236704,1762.0,3.0362295440862948
historical_figure,Ahmed Shahe Durrani,Ahmed Shahe Durrani,23,0,v4_olmo-mix-1124_llama,1772.0,1700,0,,418.874623884371,1772.0,1.380211241711606
historical_figure,Vasili Bazhenov,Vasili Bazhenov,222,0,v4_olmo-mix-1124_llama,1799.0,1700,0,,105.8347348575544,1799.0,2.3483048630481607
historical_figure,Adolf Frederick of Sweden,Adolf Frederick of Sweden,1919,0,v4_olmo-mix-1124_llama,1771.0,1700,0,,574.4082470914386,1771.0,3.2833012287035497
historical_figure,Frederick I of Sweden,Frederick I of Sweden,1686,0,v4_olmo-mix-1124_llama,1751.0,1700,0,,247.65283726798953,1751.0,3.2271150825891253
historical_figure,Charles XII of Sweden,Charles XII of Sweden,22419,0,v4_olmo-mix-1124_llama,1718.0,1700,0,,337.5887905597465,1718.0,4.350635608258955
historical_figure,Count Palatine Francis Louis of Neuburg,Count Palatine Francis Louis of Neuburg,65,0,v4_olmo-mix-1124_llama,1732.0,1700,0,,39.58237410821039,1732.0,1.8195439355418688
historical_figure,Stanisław August Poniatowski,Stanisław August Poniatowski,9474,0,v4_olmo-mix-1124_llama,1798.0,1700,0,,98.62982656292365,1798.0,3.97657921864011
historical_figure,Marc-Antoine Eidous,Marc-Antoine Eidous,235,0,v4_olmo-mix-1124_llama,1790.0,1700,0,,111.22470833694797,1790.0,2.3729120029701067
historical_figure,Pierre Le Moyne d'Iberville,Pierre Le Moyne d'Iberville,5321,0,v4_olmo-mix-1124_llama,1706.0,1700,0,,84.11317810816718,1706.0,3.72607487021537
historical_figure,Georg Wilhelm Steller,Georg Wilhelm Steller,6569,0,v4_olmo-mix-1124_llama,1746.0,1700,0,,428.1875373683215,1746.0,3.8175653695597807
historical_figure,Christian Thomasius,Christian Thomasius,3588,0,v4_olmo-mix-1124_llama,1728.0,1700,0,,216.1010108133412,1728.0,3.5549734583332397
historical_figure,Maria Anna of Neuburg,Maria Anna of Neuburg,858,0,v4_olmo-mix-1124_llama,1740.0,1700,0,,447.4465180040286,1740.0,2.9339931638312424
historical_figure,Louise of Mecklenburg-Güstrow,Louise of Mecklenburg-Güstrow,255,0,v4_olmo-mix-1124_llama,1721.0,1700,0,,242.56334437199394,1721.0,2.4082399653118496
historical_figure,Natalia Alexeievna of Russia,Natalia Alexeievna of Russia,150,0,v4_olmo-mix-1124_llama,1776.0,1700,0,,408.5004525816355,1776.0,2.1789769472931693
historical_figure,"Peregrine Osborne, 2nd Duke of Leeds","Peregrine Osborne, 2nd Duke of Leeds",13,0,v4_olmo-mix-1124_llama,1729.0,1700,0,,314.1445920041042,1729.0,1.146128035678238
historical_figure,Tobias Mayer,Tobias Mayer,12284,0,v4_olmo-mix-1124_llama,1762.0,1700,0,,420.0256416166146,1762.0,4.0893751608160995
historical_figure,Princess Mary of Great Britain,Princess Mary of Great Britain,297,0,v4_olmo-mix-1124_llama,1772.0,1700,0,,215.7020007094593,1772.0,2.4742162640762553
historical_figure,Joseph Süß Oppenheimer,Joseph Süß Oppenheimer,1135,0,v4_olmo-mix-1124_llama,1738.0,1700,0,,237.72160674190195,1738.0,3.055378331375
historical_figure,François de Cuvilliés,François de Cuvilliés,1127,0,v4_olmo-mix-1124_llama,1768.0,1700,0,,60.65623700278093,1768.0,3.0523090996473234
historical_figure,Johann Jacob Dillenius,Johann Jacob Dillenius,500,0,v4_olmo-mix-1124_llama,1747.0,1700,0,,45.322344387549265,1747.0,2.699837725867246
historical_figure,"Anthony Ulrich, Duke of Brunswick-Wolfenbüttel","Anthony Ulrich, Duke of Brunswick-Wolfenbüttel",137,0,v4_olmo-mix-1124_llama,1714.0,1700,0,,25.535065762843942,1714.0,2.1398790864012365
historical_figure,Princess Christine Louise of Oettingen-Oettingen,Princess Christine Louise of Oettingen-Oettingen,129,0,v4_olmo-mix-1124_llama,1747.0,1700,0,,156.05501407041993,1747.0,2.113943352306837
historical_figure,Rudolf Jakob Camerarius,Rudolf Jakob Camerarius,198,0,v4_olmo-mix-1124_llama,1721.0,1700,0,,3.898176342725492,1721.0,2.298853076409707
historical_figure,Georg Eberhard Rumphius,Georg Eberhard Rumphius,1307,0,v4_olmo-mix-1124_llama,1702.0,1700,0,,11.818250672035902,1702.0,3.1166077439882485
historical_figure,"Louis Rudolph, Duke of Brunswick-Lüneburg","Louis Rudolph, Duke of Brunswick-Lüneburg",66,0,v4_olmo-mix-1124_llama,1735.0,1700,0,,16.071693792182487,1735.0,1.8260748027008264
historical_figure,Georg Wilhelm of Brunswick-Lüneburg-Celle,Georg Wilhelm of Brunswick-Lüneburg-Celle,0,0,v4_olmo-mix-1124_llama,1705.0,1700,0,,192.54303919895096,1705.0,0.0
historical_figure,"Leopold II, Prince of Anhalt-Dessau","Leopold II, Prince of Anhalt-Dessau",46,0,v4_olmo-mix-1124_llama,1751.0,1700,0,,283.67664541467707,1751.0,1.6720978579357175
historical_figure,Burkhard Christoph von Münnich,Burkhard Christoph von Münnich,519,0,v4_olmo-mix-1124_llama,1767.0,1700,0,,304.3550841941983,1767.0,2.716003343634799
historical_figure,Princess Sophia Dorothea of Prussia,Princess Sophia Dorothea of Prussia,224,0,v4_olmo-mix-1124_llama,1765.0,1700,0,,27.46941124295563,1765.0,2.3521825181113627
historical_figure,Magdalena Sibylla of Hesse-Darmstadt,Magdalena Sibylla of Hesse-Darmstadt,22,0,v4_olmo-mix-1124_llama,1712.0,1700,0,,388.8333908376651,1712.0,1.3617278360175928
historical_figure,Gottfried Kirch,Gottfried Kirch,3894,0,v4_olmo-mix-1124_llama,1710.0,1700,0,,198.45081011103275,1710.0,3.590507462008583
historical_figure,"John William Friso, Prince of Orange","John William Friso, Prince of Orange",430,0,v4_olmo-mix-1124_llama,1711.0,1700,0,,170.18526995944103,1711.0,2.6344772701607315
historical_figure,Caspar Friedrich Wolff,Caspar Friedrich Wolff,2053,0,v4_olmo-mix-1124_llama,1794.0,1700,0,,281.86783157388345,1794.0,3.3126004392612596
historical_figure,"Louis Eugene, Duke of Württemberg","Louis Eugene, Duke of Württemberg",5,0,v4_olmo-mix-1124_llama,1795.0,1700,0,,24.81655251806842,1795.0,0.7781512503836436
historical_figure,Danylo Apostol,Danylo Apostol,1500,0,v4_olmo-mix-1124_llama,1734.0,1700,0,,67.25373488764649,1734.0,3.1763806922432702
historical_figure,"John Ernest IV, Duke of Saxe-Coburg-Saalfeld","John Ernest IV, Duke of Saxe-Coburg-Saalfeld",150,0,v4_olmo-mix-1124_llama,1729.0,1700,0,,304.29051161456846,1729.0,2.1789769472931693
historical_figure,"Augustus William, Duke of Brunswick-Lüneburg","Augustus William, Duke of Brunswick-Lüneburg",7,0,v4_olmo-mix-1124_llama,1731.0,1700,0,,40.73581122908354,1731.0,0.9030899869919435
historical_figure,"Melusine von der Schulenburg, Duchess of Kendal","Melusine von der Schulenburg, Duchess of Kendal",271,0,v4_olmo-mix-1124_llama,1743.0,1700,0,,182.2327082787915,1743.0,2.4345689040341987
historical_figure,Johann Hedwig,Johann Hedwig,278,0,v4_olmo-mix-1124_llama,1799.0,1700,0,,34.127840423314865,1799.0,2.4456042032735974
historical_figure,Johann Gottlieb Gleditsch,Johann Gottlieb Gleditsch,104,0,v4_olmo-mix-1124_llama,1786.0,1700,0,,65.46413488957592,1786.0,2.0211892990699383
historical_figure,"Johann Wilhelm, Elector Palatine","Johann Wilhelm, Elector Palatine",395,0,v4_olmo-mix-1124_llama,1716.0,1700,0,,117.21680202681205,1716.0,2.597695185925512
historical_figure,Johann Peter Süssmilch,Johann Peter Süssmilch,604,0,v4_olmo-mix-1124_llama,1767.0,1700,0,,154.7003736872125,1767.0,2.781755374652469
historical_figure,Christian Mayer,Christian Mayer,3189,0,v4_olmo-mix-1124_llama,1783.0,1700,0,,544.5169909965939,1783.0,3.503790683057181
historical_figure,Anne Henriette of Bavaria,Anne Henriette of Bavaria,108,0,v4_olmo-mix-1124_llama,1723.0,1700,0,,176.74931825598242,1723.0,2.037426497940624
historical_figure,Jacob Theodor Klein,Jacob Theodor Klein,252,0,v4_olmo-mix-1124_llama,1759.0,1700,0,,169.3726766528721,1759.0,2.403120521175818
historical_figure,Maximilian of Hesse-Kassel,Maximilian of Hesse-Kassel,105,0,v4_olmo-mix-1124_llama,1753.0,1700,0,,171.7569560486229,1753.0,2.0253058652647704
historical_figure,Éléonore Desmier d'Olbreuse,Éléonore Desmier d'Olbreuse,43,0,v4_olmo-mix-1124_llama,1722.0,1700,0,,136.5952277991446,1722.0,1.6434526764861874
historical_figure,Countess Palatine Elisabeth Auguste Sofie of Neuburg,Countess Palatine Elisabeth Auguste Sofie of Neuburg,52,0,v4_olmo-mix-1124_llama,1728.0,1700,0,,48.961611429282584,1728.0,1.724275869600789
historical_figure,Johann Bernhard Bach the younger,Johann Bernhard Bach the younger,0,0,v4_olmo-mix-1124_llama,1743.0,1700,0,,19.588215301138234,1743.0,0.0
historical_figure,Martin Gerbert,Martin Gerbert,831,0,v4_olmo-mix-1124_llama,1793.0,1700,0,,218.24789280182313,1793.0,2.920123326290724
historical_figure,Jacob Christian Schäffer,Jacob Christian Schäffer,1026,0,v4_olmo-mix-1124_llama,1790.0,1700,0,,103.43509541772801,1790.0,3.0115704435972783
historical_figure,"Johann Reinhard III, Count of Hanau-Lichtenberg","Johann Reinhard III, Count of Hanau-Lichtenberg",6,0,v4_olmo-mix-1124_llama,1736.0,1700,0,,110.06113670193008,1736.0,0.8450980400142568
historical_figure,"Johann Adolf II, Duke of Saxe-Weissenfels","Johann Adolf II, Duke of Saxe-Weissenfels",117,0,v4_olmo-mix-1124_llama,1746.0,1700,0,,297.1697957778622,1746.0,2.0718820073061255
historical_figure,Carl Gustav Jablonsky,Carl Gustav Jablonsky,23,0,v4_olmo-mix-1124_llama,1787.0,1700,0,,298.3298243451586,1787.0,1.380211241711606
historical_figure,Heinrich Meibom,Heinrich Meibom,1151,0,v4_olmo-mix-1124_llama,1700.0,1700,0,,258.7431663480638,1700.0,3.061452479087193
historical_figure,"Christian Albert, Prince of Hohenlohe-Langenburg","Christian Albert, Prince of Hohenlohe-Langenburg",1,0,v4_olmo-mix-1124_llama,1789.0,1700,0,,287.8080998626849,1789.0,0.3010299956639812
historical_figure,"Charles William Frederick, Margrave of Brandenburg-Ansbach","Charles William Frederick, Margrave of Brandenburg-Ansbach",31,0,v4_olmo-mix-1124_llama,1757.0,1700,0,,11.043762537062776,1757.0,1.505149978319906
historical_figure,Johann Ernst Bach,Johann Ernst Bach,258,0,v4_olmo-mix-1124_llama,1777.0,1700,0,,295.8411274219227,1777.0,2.413299764081252
historical_figure,Johann David Michaelis,Johann David Michaelis,1488,0,v4_olmo-mix-1124_llama,1791.0,1700,0,,119.3988339493635,1791.0,3.1728946977521764
historical_figure,"William, Landgrave of Hesse-Rotenburg","William, Landgrave of Hesse-Rotenburg",6,0,v4_olmo-mix-1124_llama,1725.0,1700,0,,195.05225566789272,1725.0,0.8450980400142568
historical_figure,"Frederick Christian, Count of Schaumburg-Lippe","Frederick Christian, Count of Schaumburg-Lippe",1,0,v4_olmo-mix-1124_llama,1728.0,1700,0,,40.12703155695044,1728.0,0.3010299956639812
historical_figure,"Ernest Leopold, Landgrave of Hesse-Rotenburg","Ernest Leopold, Landgrave of Hesse-Rotenburg",113,0,v4_olmo-mix-1124_llama,1749.0,1700,0,,112.85465959562248,1749.0,2.0569048513364727
historical_figure,Duke Louis of Mecklenburg-Schwerin,Duke Louis of Mecklenburg-Schwerin,64,0,v4_olmo-mix-1124_llama,1778.0,1700,0,,335.84830136203664,1778.0,1.8129133566428555
historical_figure,Johann Heinrich Merck,Johann Heinrich Merck,405,0,v4_olmo-mix-1124_llama,1791.0,1700,0,,60.55144218498276,1791.0,2.6085260335771943
historical_figure,Johann Adolf Schlegel,Johann Adolf Schlegel,313,0,v4_olmo-mix-1124_llama,1793.0,1700,0,,43.808379451734936,1793.0,2.496929648073215
historical_figure,Carl Wilhelm Scheele,Carl Wilhelm Scheele,35062,0,v4_olmo-mix-1124_llama,1786.0,1700,0,,137.78330323085152,1786.0,4.544849071703771
historical_figure,Johann Wilhelm Weinmann,Johann Wilhelm Weinmann,175,0,v4_olmo-mix-1124_llama,1741.0,1700,0,,64.55080534906392,1741.0,2.24551266781415
historical_figure,Princess Marie Victoire d'Arenberg,Princess Marie Victoire d'Arenberg,1,0,v4_olmo-mix-1124_llama,1793.0,1700,0,,145.66021626313182,1793.0,0.3010299956639812
historical_figure,Julie von Voss,Julie von Voss,18,0,v4_olmo-mix-1124_llama,1789.0,1700,0,,98.14706134784251,1789.0,1.2787536009528289
historical_figure,Duchess Sibylle of Saxe-Lauenburg,Duchess Sibylle of Saxe-Lauenburg,1,0,v4_olmo-mix-1124_llama,1733.0,1700,0,,29.002795036031102,1733.0,0.3010299956639812
historical_figure,Kurt Christoph Graf von Schwerin,Kurt Christoph Graf von Schwerin,161,0,v4_olmo-mix-1124_llama,1757.0,1700,0,,67.68076301001042,1757.0,2.2095150145426308
historical_figure,Ulrik Frederik Gyldenløve,Ulrik Frederik Gyldenløve,742,0,v4_olmo-mix-1124_llama,1704.0,1700,0,,15.25873600359796,1704.0,2.8709888137605755
historical_figure,Johann Nathanael Lieberkühn,Johann Nathanael Lieberkühn,246,0,v4_olmo-mix-1124_llama,1756.0,1700,0,,1.9942796381706103,1756.0,2.392696953259666
historical_figure,"Marie Elisabeth, Abbess of Quedlinburg","Marie Elisabeth, Abbess of Quedlinburg",1,0,v4_olmo-mix-1124_llama,1755.0,1700,0,,60.50193540261262,1755.0,0.3010299956639812
historical_figure,Prince Moritz of Anhalt-Dessau,Prince Moritz of Anhalt-Dessau,144,0,v4_olmo-mix-1124_llama,1760.0,1700,0,,225.8459047592146,1760.0,2.161368002234975
historical_figure,Karolina of Legnica-Brieg,Karolina of Legnica-Brieg,17,0,v4_olmo-mix-1124_llama,1707.0,1700,0,,443.66542636619624,1707.0,1.255272505103306
historical_figure,Christian Wilhelm Franz Walch,Christian Wilhelm Franz Walch,15,0,v4_olmo-mix-1124_llama,1784.0,1700,0,,288.1703633279667,1784.0,1.2041199826559248
historical_figure,Ludwig Christoph Heinrich Hölty,Ludwig Christoph Heinrich Hölty,134,0,v4_olmo-mix-1124_llama,1776.0,1700,0,,56.9639324567745,1776.0,2.130333768495006
historical_figure,Nathaniel Gottfried Leske,Nathaniel Gottfried Leske,60,0,v4_olmo-mix-1124_llama,1786.0,1700,0,,268.01537966244723,1786.0,1.7853298350107671
historical_figure,Wilhelm Sebastian von Belling,Wilhelm Sebastian von Belling,150,0,v4_olmo-mix-1124_llama,1779.0,1700,0,,136.5723571093149,1779.0,2.1789769472931693
historical_figure,"Amelia Osborne, Marchioness of Carmarthen","Amelia Osborne, Marchioness of Carmarthen",36,0,v4_olmo-mix-1124_llama,1784.0,1700,0,,411.22376866375635,1784.0,1.568201724066995
historical_figure,Georg Bernhard Bilfinger,Georg Bernhard Bilfinger,408,0,v4_olmo-mix-1124_llama,1750.0,1700,0,,8.481912186928867,1750.0,2.611723308007342
historical_figure,Countess Emilie Juliane of Barby-Mühlingen,Countess Emilie Juliane of Barby-Mühlingen,32,0,v4_olmo-mix-1124_llama,1706.0,1700,0,,48.015298344687835,1706.0,1.5185139398778875
historical_figure,Christian Karl Reinhard of Leiningen-Dachsburg-Falkenburg-Heidesheim,Christian Karl Reinhard of Leiningen-Dachsburg-Falkenburg-Heidesheim,4,0,v4_olmo-mix-1124_llama,1766.0,1700,0,,143.4078841303217,1766.0,0.6989700043360189
historical_figure,Caspar Schamberger,Caspar Schamberger,24,0,v4_olmo-mix-1124_llama,1706.0,1700,0,,251.44175618190047,1706.0,1.3979400086720377
historical_figure,Daniel Itzig,Daniel Itzig,3010,0,v4_olmo-mix-1124_llama,1799.0,1700,0,,167.3633732721221,1799.0,3.4787107555127594
historical_figure,Johann Kasimir Kolbe von Wartenberg,Johann Kasimir Kolbe von Wartenberg,30,0,v4_olmo-mix-1124_llama,1712.0,1700,0,,10.723893064557615,1712.0,1.4913616938342726
historical_figure,Martinus Houttuyn,Martinus Houttuyn,166,0,v4_olmo-mix-1124_llama,1798.0,1700,0,,195.94248413652622,1798.0,2.2227164711475833
historical_figure,Daniel Gralath,Daniel Gralath,841,0,v4_olmo-mix-1124_llama,1767.0,1700,0,,20.56632444238312,1767.0,2.9253120914996495
historical_figure,Dorothea Friederike of Brandenburg-Ansbach,Dorothea Friederike of Brandenburg-Ansbach,8,0,v4_olmo-mix-1124_llama,1731.0,1700,0,,378.9798798158945,1731.0,0.9542425094393249
historical_figure,Hans Caspar von Bothmer,Hans Caspar von Bothmer,65,0,v4_olmo-mix-1124_llama,1732.0,1700,0,,89.3903058033211,1732.0,1.8195439355418688
historical_figure,Donat Nonnotte,Donat Nonnotte,50,0,v4_olmo-mix-1124_llama,1785.0,1700,0,,191.3617745769625,1785.0,1.7075701760979363
historical_figure,Gilles Allou,Gilles Allou,5,0,v4_olmo-mix-1124_llama,1751.0,1700,0,,468.37025522087674,1751.0,0.7781512503836436
historical_figure,Johann Siegfried Hufnagel,Johann Siegfried Hufnagel,93,0,v4_olmo-mix-1124_llama,1795.0,1700,0,,128.3398847557612,1795.0,1.9731278535996986
historical_figure,Pierre Louis Dumesnil,Pierre Louis Dumesnil,22,0,v4_olmo-mix-1124_llama,1781.0,1700,0,,450.8388388756173,1781.0,1.3617278360175928
historical_figure,Marianne Loir,Marianne Loir,387,0,v4_olmo-mix-1124_llama,1769.0,1700,0,,480.7496026700121,1769.0,2.5888317255942073
historical_figure,"Ferdinand Willem, Duke of Württemberg-Neuenstadt","Ferdinand Willem, Duke of Württemberg-Neuenstadt",3,0,v4_olmo-mix-1124_llama,1701.0,1700,0,,147.27685430541305,1701.0,0.6020599913279624
historical_figure,Johann Gottlob Lehmann,Johann Gottlob Lehmann,1090,0,v4_olmo-mix-1124_llama,1767.0,1700,0,,34.9395217129636,1767.0,3.037824750588342
historical_figure,Johannes Hancke,Johannes Hancke,1,0,v4_olmo-mix-1124_llama,1713.0,1700,0,,214.9408443096711,1713.0,0.3010299956639812
historical_figure,Andreas von Gundelsheimer,Andreas von Gundelsheimer,7,0,v4_olmo-mix-1124_llama,1715.0,1700,0,,93.53195923362432,1715.0,0.9030899869919435
historical_figure,"Simon August, Count of Lippe-Detmold","Simon August, Count of Lippe-Detmold",4,0,v4_olmo-mix-1124_llama,1782.0,1700,0,,33.042255394748054,1782.0,0.6989700043360189
historical_figure,Friedrich Adolph Lampe,Friedrich Adolph Lampe,44,0,v4_olmo-mix-1124_llama,1729.0,1700,0,,64.12577057680437,1729.0,1.6532125137753437
historical_figure,Joseph Clemens of Bavaria,Joseph Clemens of Bavaria,373,0,v4_olmo-mix-1124_llama,1723.0,1700,0,,394.42074826480643,1723.0,2.5728716022004803
historical_figure,Jakob Michael Reinhold Lenz,Jakob Michael Reinhold Lenz,1305,0,v4_olmo-mix-1124_llama,1792.0,1700,0,,406.5695758081922,1792.0,3.115943176939055
historical_figure,Carl Philipp Emanuel Bach,Carl Philipp Emanuel Bach,16756,0,v4_olmo-mix-1124_llama,1788.0,1700,0,,112.27207615989755,1788.0,4.22419626966024
historical_figure,Christian Wolff,Christian Wolff,60429,0,v4_olmo-mix-1124_llama,1754.0,1700,0,,90.55072550678256,1754.0,4.781252594248456
historical_figure,Johann Ernst Glück,Johann Ernst Glück,247,0,v4_olmo-mix-1124_llama,1705.0,1700,0,,98.33728716377686,1705.0,2.3944516808262164
historical_figure,Philip Johan von Strahlenberg,Philip Johan von Strahlenberg,1590,0,v4_olmo-mix-1124_llama,1747.0,1700,0,,249.88998453189515,1747.0,3.2016701796465816
historical_figure,Johann Heinrich Schulze,Johann Heinrich Schulze,2500,0,v4_olmo-mix-1124_llama,1744.0,1700,0,,31.045193701748303,1744.0,3.3981136917305026
historical_figure,Maurice de Saxe,Maurice de Saxe,8888,0,v4_olmo-mix-1124_llama,1750.0,1700,0,,130.48017094257193,1750.0,3.9488529061997135
historical_figure,John Theodore of Bavaria,John Theodore of Bavaria,30,0,v4_olmo-mix-1124_llama,1763.0,1700,0,,510.4500186129901,1763.0,1.4913616938342726
historical_figure,Caroline of Ansbach,Caroline of Ansbach,5756,0,v4_olmo-mix-1124_llama,1737.0,1700,0,,447.14453296069087,1737.0,3.760196229455134
historical_figure,Johann Nikolaus Götz,Johann Nikolaus Götz,62,0,v4_olmo-mix-1124_llama,1781.0,1700,0,,291.3534653354902,1781.0,1.7993405494535817
historical_figure,Friedrich Karl von Moser,Friedrich Karl von Moser,222,0,v4_olmo-mix-1124_llama,1798.0,1700,0,,139.67697556960002,1798.0,2.3483048630481607
historical_figure,Johann Dientzenhofer,Johann Dientzenhofer,177,0,v4_olmo-mix-1124_llama,1726.0,1700,0,,159.7820919801095,1726.0,2.250420002308894
historical_figure,Michael Adelbulner,Michael Adelbulner,28,0,v4_olmo-mix-1124_llama,1779.0,1700,0,,171.2986597278707,1779.0,1.462397997898956
historical_figure,Franz Caspar Schnitger,Franz Caspar Schnitger,43,0,v4_olmo-mix-1124_llama,1729.0,1700,0,,99.19220304195596,1729.0,1.6434526764861874
historical_figure,Wilhelm Cramer,Wilhelm Cramer,548,0,v4_olmo-mix-1124_llama,1799.0,1700,0,,26.007876686009922,1799.0,2.739572344450092
historical_figure,Nikolaus Poda von Neuhaus,Nikolaus Poda von Neuhaus,63,0,v4_olmo-mix-1124_llama,1798.0,1700,0,,138.85031989087702,1798.0,1.806179973983887
historical_figure,Joseph Franz Auersperg,Joseph Franz Auersperg,9,0,v4_olmo-mix-1124_llama,1795.0,1700,0,,418.6175228353834,1795.0,1.0
historical_figure,José Luzan,José Luzan,81,0,v4_olmo-mix-1124_llama,1785.0,1700,0,,390.6934372305768,1785.0,1.9138138523837167
historical_figure,Piero de Bonzi,Piero de Bonzi,1,0,v4_olmo-mix-1124_llama,1703.0,1700,0,,102.6257063980679,1703.0,0.3010299956639812
historical_figure,Guillaume Hergosse,Guillaume Hergosse,3,0,v4_olmo-mix-1124_llama,1711.0,1700,0,,198.43842543985102,1711.0,0.6020599913279624
historical_figure,Christian Müller,Christian Müller,5647,0,v4_olmo-mix-1124_llama,1763.0,1700,0,,137.23554257058618,1763.0,3.7518946880437474
historical_figure,Davide Antonio Fossati,Davide Antonio Fossati,5,0,v4_olmo-mix-1124_llama,1795.0,1700,0,,383.3165412453327,1795.0,0.7781512503836436
