entity_type,name,query,count,approx,index_used,target,century,short_name,error
historical_figure,Adolf Frederick of Sweden,Adolf Frederick of Sweden,1919,0,v4_olmo-mix-1124_llama,1771.0,1700,0,
historical_figure,Frederick I of Sweden,Frederick I of Sweden,1686,0,v4_olmo-mix-1124_llama,1751.0,1700,0,
historical_figure,Charles XII of Sweden,Charles XII of Sweden,22419,0,v4_olmo-mix-1124_llama,1718.0,1700,0,
historical_figure,Count Palatine Francis Louis of Neuburg,Count Palatine Francis Louis of Neuburg,65,0,v4_olmo-mix-1124_llama,1732.0,1700,0,
historical_figure,Stanisław August Poniatowski,Stanisław August Poniatowski,9474,0,v4_olmo-mix-1124_llama,1798.0,1700,0,
historical_figure,Marc-Antoine Eidous,Marc-Antoine Eidous,235,0,v4_olmo-mix-1124_llama,1790.0,1700,0,
historical_figure,Pierre Le Moyne d'Iberville,Pierre Le Moyne d'Iberville,5321,0,v4_olmo-mix-1124_llama,1706.0,1700,0,
historical_figure,Georg Wilhelm Steller,Georg Wilhelm Steller,6569,0,v4_olmo-mix-1124_llama,1746.0,1700,0,
historical_figure,Christian Thomasius,Christian Thomasius,3588,0,v4_olmo-mix-1124_llama,1728.0,1700,0,
historical_figure,Maria Anna of Neuburg,Maria Anna of Neuburg,858,0,v4_olmo-mix-1124_llama,1740.0,1700,0,
historical_figure,Louise of Mecklenburg-Güstrow,Louise of Mecklenburg-Güstrow,255,0,v4_olmo-mix-1124_llama,1721.0,1700,0,
historical_figure,Natalia Alexeievna of Russia,Natalia Alexeievna of Russia,150,0,v4_olmo-mix-1124_llama,1776.0,1700,0,
historical_figure,"Peregrine Osborne, 2nd Duke of Leeds","Peregrine Osborne, 2nd Duke of Leeds",13,0,v4_olmo-mix-1124_llama,1729.0,1700,0,
historical_figure,Tobias Mayer,Tobias Mayer,12284,0,v4_olmo-mix-1124_llama,1762.0,1700,0,
historical_figure,Princess Mary of Great Britain,Princess Mary of Great Britain,297,0,v4_olmo-mix-1124_llama,1772.0,1700,0,
historical_figure,Joseph Süß Oppenheimer,Joseph Süß Oppenheimer,1135,0,v4_olmo-mix-1124_llama,1738.0,1700,0,
historical_figure,François de Cuvilliés,François de Cuvilliés,1127,0,v4_olmo-mix-1124_llama,1768.0,1700,0,
historical_figure,Johann Jacob Dillenius,Johann Jacob Dillenius,500,0,v4_olmo-mix-1124_llama,1747.0,1700,0,
historical_figure,"Anthony Ulrich, Duke of Brunswick-Wolfenbüttel","Anthony Ulrich, Duke of Brunswick-Wolfenbüttel",137,0,v4_olmo-mix-1124_llama,1714.0,1700,0,
historical_figure,Princess Christine Louise of Oettingen-Oettingen,Princess Christine Louise of Oettingen-Oettingen,129,0,v4_olmo-mix-1124_llama,1747.0,1700,0,
historical_figure,Rudolf Jakob Camerarius,Rudolf Jakob Camerarius,198,0,v4_olmo-mix-1124_llama,1721.0,1700,0,
historical_figure,Georg Eberhard Rumphius,Georg Eberhard Rumphius,1307,0,v4_olmo-mix-1124_llama,1702.0,1700,0,
historical_figure,"Louis Rudolph, Duke of Brunswick-Lüneburg","Louis Rudolph, Duke of Brunswick-Lüneburg",66,0,v4_olmo-mix-1124_llama,1735.0,1700,0,
historical_figure,Georg Wilhelm of Brunswick-Lüneburg-Celle,Georg Wilhelm of Brunswick-Lüneburg-Celle,0,0,v4_olmo-mix-1124_llama,1705.0,1700,0,
historical_figure,"Leopold II, Prince of Anhalt-Dessau","Leopold II, Prince of Anhalt-Dessau",46,0,v4_olmo-mix-1124_llama,1751.0,1700,0,
historical_figure,Burkhard Christoph von Münnich,Burkhard Christoph von Münnich,519,0,v4_olmo-mix-1124_llama,1767.0,1700,0,
historical_figure,Princess Sophia Dorothea of Prussia,Princess Sophia Dorothea of Prussia,224,0,v4_olmo-mix-1124_llama,1765.0,1700,0,
historical_figure,Magdalena Sibylla of Hesse-Darmstadt,Magdalena Sibylla of Hesse-Darmstadt,22,0,v4_olmo-mix-1124_llama,1712.0,1700,0,
historical_figure,Gottfried Kirch,Gottfried Kirch,3894,0,v4_olmo-mix-1124_llama,1710.0,1700,0,
historical_figure,"John William Friso, Prince of Orange","John William Friso, Prince of Orange",430,0,v4_olmo-mix-1124_llama,1711.0,1700,0,
historical_figure,Caspar Friedrich Wolff,Caspar Friedrich Wolff,2053,0,v4_olmo-mix-1124_llama,1794.0,1700,0,
historical_figure,"Louis Eugene, Duke of Württemberg","Louis Eugene, Duke of Württemberg",5,0,v4_olmo-mix-1124_llama,1795.0,1700,0,
historical_figure,Danylo Apostol,Danylo Apostol,1500,0,v4_olmo-mix-1124_llama,1734.0,1700,0,
historical_figure,"John Ernest IV, Duke of Saxe-Coburg-Saalfeld","John Ernest IV, Duke of Saxe-Coburg-Saalfeld",150,0,v4_olmo-mix-1124_llama,1729.0,1700,0,
historical_figure,"Augustus William, Duke of Brunswick-Lüneburg","Augustus William, Duke of Brunswick-Lüneburg",7,0,v4_olmo-mix-1124_llama,1731.0,1700,0,
historical_figure,"Melusine von der Schulenburg, Duchess of Kendal","Melusine von der Schulenburg, Duchess of Kendal",271,0,v4_olmo-mix-1124_llama,1743.0,1700,0,
historical_figure,Johann Hedwig,Johann Hedwig,278,0,v4_olmo-mix-1124_llama,1799.0,1700,0,
historical_figure,Johann Gottlieb Gleditsch,Johann Gottlieb Gleditsch,104,0,v4_olmo-mix-1124_llama,1786.0,1700,0,
historical_figure,"Johann Wilhelm, Elector Palatine","Johann Wilhelm, Elector Palatine",395,0,v4_olmo-mix-1124_llama,1716.0,1700,0,
historical_figure,Johann Peter Süssmilch,Johann Peter Süssmilch,604,0,v4_olmo-mix-1124_llama,1767.0,1700,0,
historical_figure,Christian Mayer,Christian Mayer,3189,0,v4_olmo-mix-1124_llama,1783.0,1700,0,
historical_figure,Anne Henriette of Bavaria,Anne Henriette of Bavaria,108,0,v4_olmo-mix-1124_llama,1723.0,1700,0,
historical_figure,Jacob Theodor Klein,Jacob Theodor Klein,252,0,v4_olmo-mix-1124_llama,1759.0,1700,0,
historical_figure,Maximilian of Hesse-Kassel,Maximilian of Hesse-Kassel,105,0,v4_olmo-mix-1124_llama,1753.0,1700,0,
historical_figure,Éléonore Desmier d'Olbreuse,Éléonore Desmier d'Olbreuse,43,0,v4_olmo-mix-1124_llama,1722.0,1700,0,
historical_figure,Countess Palatine Elisabeth Auguste Sofie of Neuburg,Countess Palatine Elisabeth Auguste Sofie of Neuburg,52,0,v4_olmo-mix-1124_llama,1728.0,1700,0,
historical_figure,Johann Bernhard Bach the younger,Johann Bernhard Bach the younger,0,0,v4_olmo-mix-1124_llama,1743.0,1700,0,
historical_figure,Martin Gerbert,Martin Gerbert,831,0,v4_olmo-mix-1124_llama,1793.0,1700,0,
historical_figure,Jacob Christian Schäffer,Jacob Christian Schäffer,1026,0,v4_olmo-mix-1124_llama,1790.0,1700,0,
historical_figure,"Johann Reinhard III, Count of Hanau-Lichtenberg","Johann Reinhard III, Count of Hanau-Lichtenberg",6,0,v4_olmo-mix-1124_llama,1736.0,1700,0,
historical_figure,"Johann Adolf II, Duke of Saxe-Weissenfels","Johann Adolf II, Duke of Saxe-Weissenfels",117,0,v4_olmo-mix-1124_llama,1746.0,1700,0,
historical_figure,Carl Gustav Jablonsky,Carl Gustav Jablonsky,23,0,v4_olmo-mix-1124_llama,1787.0,1700,0,
historical_figure,Heinrich Meibom,Heinrich Meibom,1151,0,v4_olmo-mix-1124_llama,1700.0,1700,0,
historical_figure,"Christian Albert, Prince of Hohenlohe-Langenburg","Christian Albert, Prince of Hohenlohe-Langenburg",1,0,v4_olmo-mix-1124_llama,1789.0,1700,0,
historical_figure,"Charles William Frederick, Margrave of Brandenburg-Ansbach","Charles William Frederick, Margrave of Brandenburg-Ansbach",31,0,v4_olmo-mix-1124_llama,1757.0,1700,0,
historical_figure,Johann Ernst Bach,Johann Ernst Bach,258,0,v4_olmo-mix-1124_llama,1777.0,1700,0,
historical_figure,Johann David Michaelis,Johann David Michaelis,1488,0,v4_olmo-mix-1124_llama,1791.0,1700,0,
historical_figure,"William, Landgrave of Hesse-Rotenburg","William, Landgrave of Hesse-Rotenburg",6,0,v4_olmo-mix-1124_llama,1725.0,1700,0,
historical_figure,"Frederick Christian, Count of Schaumburg-Lippe","Frederick Christian, Count of Schaumburg-Lippe",1,0,v4_olmo-mix-1124_llama,1728.0,1700,0,
historical_figure,"Ernest Leopold, Landgrave of Hesse-Rotenburg","Ernest Leopold, Landgrave of Hesse-Rotenburg",113,0,v4_olmo-mix-1124_llama,1749.0,1700,0,
historical_figure,Duke Louis of Mecklenburg-Schwerin,Duke Louis of Mecklenburg-Schwerin,64,0,v4_olmo-mix-1124_llama,1778.0,1700,0,
historical_figure,Johann Heinrich Merck,Johann Heinrich Merck,405,0,v4_olmo-mix-1124_llama,1791.0,1700,0,
historical_figure,Johann Adolf Schlegel,Johann Adolf Schlegel,313,0,v4_olmo-mix-1124_llama,1793.0,1700,0,
historical_figure,Carl Wilhelm Scheele,Carl Wilhelm Scheele,35062,0,v4_olmo-mix-1124_llama,1786.0,1700,0,
historical_figure,Johann Wilhelm Weinmann,Johann Wilhelm Weinmann,175,0,v4_olmo-mix-1124_llama,1741.0,1700,0,
historical_figure,Princess Marie Victoire d'Arenberg,Princess Marie Victoire d'Arenberg,1,0,v4_olmo-mix-1124_llama,1793.0,1700,0,
historical_figure,Julie von Voss,Julie von Voss,18,0,v4_olmo-mix-1124_llama,1789.0,1700,0,
historical_figure,Duchess Sibylle of Saxe-Lauenburg,Duchess Sibylle of Saxe-Lauenburg,1,0,v4_olmo-mix-1124_llama,1733.0,1700,0,
historical_figure,Kurt Christoph Graf von Schwerin,Kurt Christoph Graf von Schwerin,161,0,v4_olmo-mix-1124_llama,1757.0,1700,0,
historical_figure,Ulrik Frederik Gyldenløve,Ulrik Frederik Gyldenløve,742,0,v4_olmo-mix-1124_llama,1704.0,1700,0,
historical_figure,Johann Nathanael Lieberkühn,Johann Nathanael Lieberkühn,246,0,v4_olmo-mix-1124_llama,1756.0,1700,0,
historical_figure,"Marie Elisabeth, Abbess of Quedlinburg","Marie Elisabeth, Abbess of Quedlinburg",1,0,v4_olmo-mix-1124_llama,1755.0,1700,0,
historical_figure,Prince Moritz of Anhalt-Dessau,Prince Moritz of Anhalt-Dessau,144,0,v4_olmo-mix-1124_llama,1760.0,1700,0,
historical_figure,Karolina of Legnica-Brieg,Karolina of Legnica-Brieg,17,0,v4_olmo-mix-1124_llama,1707.0,1700,0,
historical_figure,Christian Wilhelm Franz Walch,Christian Wilhelm Franz Walch,15,0,v4_olmo-mix-1124_llama,1784.0,1700,0,
historical_figure,Ludwig Christoph Heinrich Hölty,Ludwig Christoph Heinrich Hölty,134,0,v4_olmo-mix-1124_llama,1776.0,1700,0,
historical_figure,Nathaniel Gottfried Leske,Nathaniel Gottfried Leske,60,0,v4_olmo-mix-1124_llama,1786.0,1700,0,
historical_figure,Wilhelm Sebastian von Belling,Wilhelm Sebastian von Belling,150,0,v4_olmo-mix-1124_llama,1779.0,1700,0,
historical_figure,"Amelia Osborne, Marchioness of Carmarthen","Amelia Osborne, Marchioness of Carmarthen",36,0,v4_olmo-mix-1124_llama,1784.0,1700,0,
historical_figure,Georg Bernhard Bilfinger,Georg Bernhard Bilfinger,408,0,v4_olmo-mix-1124_llama,1750.0,1700,0,
historical_figure,Countess Emilie Juliane of Barby-Mühlingen,Countess Emilie Juliane of Barby-Mühlingen,32,0,v4_olmo-mix-1124_llama,1706.0,1700,0,
historical_figure,Christian Karl Reinhard of Leiningen-Dachsburg-Falkenburg-Heidesheim,Christian Karl Reinhard of Leiningen-Dachsburg-Falkenburg-Heidesheim,4,0,v4_olmo-mix-1124_llama,1766.0,1700,0,
historical_figure,Caspar Schamberger,Caspar Schamberger,24,0,v4_olmo-mix-1124_llama,1706.0,1700,0,
historical_figure,Daniel Itzig,Daniel Itzig,3010,0,v4_olmo-mix-1124_llama,1799.0,1700,0,
historical_figure,Johann Kasimir Kolbe von Wartenberg,Johann Kasimir Kolbe von Wartenberg,30,0,v4_olmo-mix-1124_llama,1712.0,1700,0,
historical_figure,Martinus Houttuyn,Martinus Houttuyn,166,0,v4_olmo-mix-1124_llama,1798.0,1700,0,
historical_figure,Daniel Gralath,Daniel Gralath,841,0,v4_olmo-mix-1124_llama,1767.0,1700,0,
historical_figure,Dorothea Friederike of Brandenburg-Ansbach,Dorothea Friederike of Brandenburg-Ansbach,8,0,v4_olmo-mix-1124_llama,1731.0,1700,0,
historical_figure,Hans Caspar von Bothmer,Hans Caspar von Bothmer,65,0,v4_olmo-mix-1124_llama,1732.0,1700,0,
historical_figure,Donat Nonnotte,Donat Nonnotte,50,0,v4_olmo-mix-1124_llama,1785.0,1700,0,
historical_figure,Gilles Allou,Gilles Allou,5,0,v4_olmo-mix-1124_llama,1751.0,1700,0,
historical_figure,Johann Siegfried Hufnagel,Johann Siegfried Hufnagel,93,0,v4_olmo-mix-1124_llama,1795.0,1700,0,
historical_figure,Pierre Louis Dumesnil,Pierre Louis Dumesnil,22,0,v4_olmo-mix-1124_llama,1781.0,1700,0,
historical_figure,Marianne Loir,Marianne Loir,387,0,v4_olmo-mix-1124_llama,1769.0,1700,0,
historical_figure,"Ferdinand Willem, Duke of Württemberg-Neuenstadt","Ferdinand Willem, Duke of Württemberg-Neuenstadt",3,0,v4_olmo-mix-1124_llama,1701.0,1700,0,
historical_figure,Johann Gottlob Lehmann,Johann Gottlob Lehmann,1090,0,v4_olmo-mix-1124_llama,1767.0,1700,0,
historical_figure,Johannes Hancke,Johannes Hancke,1,0,v4_olmo-mix-1124_llama,1713.0,1700,0,
historical_figure,Andreas von Gundelsheimer,Andreas von Gundelsheimer,7,0,v4_olmo-mix-1124_llama,1715.0,1700,0,
historical_figure,"Simon August, Count of Lippe-Detmold","Simon August, Count of Lippe-Detmold",4,0,v4_olmo-mix-1124_llama,1782.0,1700,0,
historical_figure,Friedrich Adolph Lampe,Friedrich Adolph Lampe,44,0,v4_olmo-mix-1124_llama,1729.0,1700,0,
historical_figure,Joseph Clemens of Bavaria,Joseph Clemens of Bavaria,373,0,v4_olmo-mix-1124_llama,1723.0,1700,0,
historical_figure,Jakob Michael Reinhold Lenz,Jakob Michael Reinhold Lenz,1305,0,v4_olmo-mix-1124_llama,1792.0,1700,0,
historical_figure,Carl Philipp Emanuel Bach,Carl Philipp Emanuel Bach,16756,0,v4_olmo-mix-1124_llama,1788.0,1700,0,
historical_figure,Christian Wolff,Christian Wolff,60429,0,v4_olmo-mix-1124_llama,1754.0,1700,0,
historical_figure,Johann Ernst Glück,Johann Ernst Glück,247,0,v4_olmo-mix-1124_llama,1705.0,1700,0,
historical_figure,Philip Johan von Strahlenberg,Philip Johan von Strahlenberg,1590,0,v4_olmo-mix-1124_llama,1747.0,1700,0,
historical_figure,Johann Heinrich Schulze,Johann Heinrich Schulze,2500,0,v4_olmo-mix-1124_llama,1744.0,1700,0,
historical_figure,Maurice de Saxe,Maurice de Saxe,8888,0,v4_olmo-mix-1124_llama,1750.0,1700,0,
historical_figure,John Theodore of Bavaria,John Theodore of Bavaria,30,0,v4_olmo-mix-1124_llama,1763.0,1700,0,
historical_figure,Caroline of Ansbach,Caroline of Ansbach,5756,0,v4_olmo-mix-1124_llama,1737.0,1700,0,
historical_figure,Johann Nikolaus Götz,Johann Nikolaus Götz,62,0,v4_olmo-mix-1124_llama,1781.0,1700,0,
historical_figure,Friedrich Karl von Moser,Friedrich Karl von Moser,222,0,v4_olmo-mix-1124_llama,1798.0,1700,0,
historical_figure,Johann Dientzenhofer,Johann Dientzenhofer,177,0,v4_olmo-mix-1124_llama,1726.0,1700,0,
historical_figure,Michael Adelbulner,Michael Adelbulner,28,0,v4_olmo-mix-1124_llama,1779.0,1700,0,
historical_figure,Franz Caspar Schnitger,Franz Caspar Schnitger,43,0,v4_olmo-mix-1124_llama,1729.0,1700,0,
historical_figure,Wilhelm Cramer,Wilhelm Cramer,548,0,v4_olmo-mix-1124_llama,1799.0,1700,0,
historical_figure,Nikolaus Poda von Neuhaus,Nikolaus Poda von Neuhaus,63,0,v4_olmo-mix-1124_llama,1798.0,1700,0,
historical_figure,Joseph Franz Auersperg,Joseph Franz Auersperg,9,0,v4_olmo-mix-1124_llama,1795.0,1700,0,
historical_figure,José Luzan,José Luzan,81,0,v4_olmo-mix-1124_llama,1785.0,1700,0,
historical_figure,Piero de Bonzi,Piero de Bonzi,1,0,v4_olmo-mix-1124_llama,1703.0,1700,0,
historical_figure,Guillaume Hergosse,Guillaume Hergosse,3,0,v4_olmo-mix-1124_llama,1711.0,1700,0,
historical_figure,Christian Müller,Christian Müller,5647,0,v4_olmo-mix-1124_llama,1763.0,1700,0,
historical_figure,Davide Antonio Fossati,Davide Antonio Fossati,5,0,v4_olmo-mix-1124_llama,1795.0,1700,0,
historical_figure,Théobald Michau,Théobald Michau,9,0,v4_olmo-mix-1124_llama,1765.0,1700,0,
historical_figure,Maria Anna of Austria,Maria Anna of Austria,2213,0,v4_olmo-mix-1124_llama,1754.0,1700,0,
historical_figure,Giovanni Antonio Scopoli,Giovanni Antonio Scopoli,2076,0,v4_olmo-mix-1124_llama,1788.0,1700,0,
historical_figure,Johann Lukas von Hildebrandt,Johann Lukas von Hildebrandt,1327,0,v4_olmo-mix-1124_llama,1745.0,1700,0,
historical_figure,Federico Augusto de Wurtemberg-Neuenstadt,Federico Augusto de Wurtemberg-Neuenstadt,0,0,v4_olmo-mix-1124_llama,1716.0,1700,0,
historical_figure,John Philip of Lamberg,John Philip of Lamberg,0,0,v4_olmo-mix-1124_llama,1712.0,1700,0,
historical_figure,"Charles Louis, Duke of Schleswig-Holstein-Sonderburg-Beck","Charles Louis, Duke of Schleswig-Holstein-Sonderburg-Beck",11,0,v4_olmo-mix-1124_llama,1774.0,1700,0,
historical_figure,Franz Martinelli,Franz Martinelli,4,0,v4_olmo-mix-1124_llama,1708.0,1700,0,
historical_figure,Augustin Friedrich Walther,Augustin Friedrich Walther,51,0,v4_olmo-mix-1124_llama,1746.0,1700,0,
historical_figure,"Victor I, Prince of Anhalt-Bernburg-Schaumburg-Hoym","Victor I, Prince of Anhalt-Bernburg-Schaumburg-Hoym",5,0,v4_olmo-mix-1124_llama,1772.0,1700,0,
historical_figure,Adam Christian Thebesius,Adam Christian Thebesius,70,0,v4_olmo-mix-1124_llama,1732.0,1700,0,
historical_figure,Johann Caspar Bagnato,Johann Caspar Bagnato,91,0,v4_olmo-mix-1124_llama,1757.0,1700,0,
historical_figure,Ignaz Franz,Ignaz Franz,5693,0,v4_olmo-mix-1124_llama,1790.0,1700,0,
historical_figure,Johann Joseph von Trautson,Johann Joseph von Trautson,1,0,v4_olmo-mix-1124_llama,1757.0,1700,0,
historical_figure,Franz Ferdinand von Kuenburg,Franz Ferdinand von Kuenburg,0,0,v4_olmo-mix-1124_llama,1731.0,1700,0,
historical_figure,"Johann Georg, Chevalier de Saxe","Johann Georg, Chevalier de Saxe",6,0,v4_olmo-mix-1124_llama,1774.0,1700,0,
historical_figure,Hieronymus Albrecht Hass,Hieronymus Albrecht Hass,171,0,v4_olmo-mix-1124_llama,1752.0,1700,0,
historical_figure,Christoph Nichelmann,Christoph Nichelmann,244,0,v4_olmo-mix-1124_llama,1762.0,1700,0,
historical_figure,Georg Andreas Agricola,Georg Andreas Agricola,50,0,v4_olmo-mix-1124_llama,1738.0,1700,0,
